path,label,Availability Mask,Can Blueprint
/Game/Mods/ARKParados/Dinos/Frozen/Theri/saddle/PrimalItemArmor_Frozen_TherizinosaurusSaddle.PrimalItemArmor_Frozen_TherizinosaurusSaddle,Frozen Therizinosaurus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Frozen/Thorny/Saddle/PrimalItemArmor_FrozenSpineyLizardSaddle.PrimalItemArmor_FrozenSpineyLizardSaddle,Frozen Thorny Dragon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Frozen/Vulture/Saddle/PrimalItemArmor_FrozenVultureSaddle.PrimalItemArmor_FrozenVultureSaddle,Frozen Vulture saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Frozen/Wyvern/Saddle/PrimalItemArmor_Saddle_Wyvern_Frozen.PrimalItemArmor_Saddle_Wyvern_Frozen,Frozen Wyvern saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Archa/Saddle/PrimalItemArmor_Wicked_ArchaSaddle.PrimalItemArmor_Wicked_ArchaSaddle,Wicked Archa saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Ankylo/Saddle/PrimalItemArmor_WickedAnkyloSaddle.PrimalItemArmor_WickedAnkyloSaddle,Wicked Ankylo saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Argen/Saddle/PrimalItemArmor_WickedArgentavisSaddle.PrimalItemArmor_WickedArgentavisSaddle,Wicked Argent saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Bronto/Saddle/PrimalItemArmor_WickedBronto1Saddle.PrimalItemArmor_WickedBronto1Saddle,Wicked Bronto saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Bronto/Platform/PrimalItemArmor_SauroSaddle_Platform_Wicked.PrimalItemArmor_SauroSaddle_Platform_Wicked,Wicked Bronto Platform saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Carno/Saddle/PrimalItemArmor_WickedCarnoSaddle.PrimalItemArmor_WickedCarnoSaddle,Wicked Carno saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/direbear/Saddle/PrimalItemArmor_WickedDireBearSaddle.PrimalItemArmor_WickedDireBearSaddle,Wicked Direbear saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Horse/Saddle/PrimalItemArmor_WickedHorseSaddle.PrimalItemArmor_WickedHorseSaddle,Wicked Equus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Glowtail/Saddle/PrimalItemArmor_Wicked_GlowtailSaddle.PrimalItemArmor_Wicked_GlowtailSaddle,Wicked Glowtail saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Griffin/Saddle/PrimalItemArmor_Wicked_griffin.PrimalItemArmor_Wicked_griffin,Wicked Griffin saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Giga/Saddle/PrimalItemArmor_WickedGigantSaddle.PrimalItemArmor_WickedGigantSaddle,Wicked Giganotosaurus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Megatherium/Saddle/PrimalItemArmor_WickedMegatheriumSaddle.PrimalItemArmor_WickedMegatheriumSaddle,Wicked Megatherium saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Mammoth/Saddle/PrimalItemArmor_WickedMammothSaddle.PrimalItemArmor_WickedMammothSaddle,Wicked Mammoth saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Sheep/Saddle/PrimalItemArmor_Wicked_SheepSaddle.PrimalItemArmor_Wicked_SheepSaddle,Wicked Sheep saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Owl/Saddle/PrimalItemArmor_WIckedOwlSaddle.PrimalItemArmor_WIckedOwlSaddle,Wicked Owl saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Ptero/Saddle/PrimalItemArmor_Wicked_ptera.PrimalItemArmor_Wicked_ptera,Wicked Pteranodon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Rockdrake/Saddle/PrimalItemArmor_WickedRockDrakeSaddle.PrimalItemArmor_WickedRockDrakeSaddle,Wicked Rock Drake saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Raptor/Saddle/PrimalItemArmor_WickedRaptorSaddle.PrimalItemArmor_WickedRaptorSaddle,Wicked Raptor saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Rex/Saddle/PrimalItemArmor_WickedRexSaddle.PrimalItemArmor_WickedRexSaddle,Wicked Rex saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Spino/Saddle/PrimalItemArmor_Wicked_SpinoSaddle.PrimalItemArmor_Wicked_SpinoSaddle,Wicked Spino saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Shinehorn/Saddle/PrimalItemArmor_Wicked_ShinehornSaddle.PrimalItemArmor_Wicked_ShinehornSaddle,Wicked Shinehorn saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Pulmonoscorpius/Saddle/PrimalItemArmor_WickedScorpionSaddle.PrimalItemArmor_WickedScorpionSaddle,Wicked Scorpion saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Boa/Saddle/PrimalItemArmor_Wicked_TitanoBoaSaddle.PrimalItemArmor_Wicked_TitanoBoaSaddle,Wicked Titanoboa saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Tapa/Saddle/PrimalItemArmor_WickedTapejaraSaddle.PrimalItemArmor_WickedTapejaraSaddle,Wicked Tapejara saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Thorny/Saddle/PrimalItemArmor_WickedSpineyLizardSaddle.PrimalItemArmor_WickedSpineyLizardSaddle,Wicked Thorny Dragon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Wicked/Wyvern/Saddle/PrimalItemArmor_Saddle_Wyvern_Wicked.PrimalItemArmor_Saddle_Wyvern_Wicked,Wicked Wyvern saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Argen/Saddle/PrimalItemArmor_RuthlessArgentavisSaddle.PrimalItemArmor_RuthlessArgentavisSaddle,Ruthless Argent saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Direbear/Saddle/PrimalItemArmor_RuthlessDireBearSaddle.PrimalItemArmor_RuthlessDireBearSaddle,Ruthless Dire bear saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Featherlight/Saddle/PrimalItemArmor_Ruthless_FeatherlightSaddle.PrimalItemArmor_Ruthless_FeatherlightSaddle,Ruthless Featherlight saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Ptero/Saddle/PrimalItemArmor_Ruthles_ptero.PrimalItemArmor_Ruthles_ptero,Ruthless Pteranodon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Pachy/Saddle/PrimalItemArmor_RuthlessPachySaddle.PrimalItemArmor_RuthlessPachySaddle,Ruthless Pachy saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Rex/Saddle/PrimalItemArmor_RUTHRexSaddle.PrimalItemArmor_RUTHRexSaddle,Ruthless Rex saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Vulture/Saddle/PrimalItemArmor_Ruthless_VultureSaddle.PrimalItemArmor_Ruthless_VultureSaddle,Ruthless Vulture saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Sarco/Saddle/PrimalItemArmor_RuthlessSarcoSaddle.PrimalItemArmor_RuthlessSarcoSaddle,Ruthless Sarco saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Raptor/Saddle/PrimalItemArmor_Ruthless_RaptorSaddle.PrimalItemArmor_Ruthless_RaptorSaddle,Ruthless Raptor saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Pegasus1/Saddle/PrimalItemArmor_Ruthless_PegasusSaddle.PrimalItemArmor_Ruthless_PegasusSaddle,Ruthless Pegasus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Terrorbird/Saddle/PrimalItemArmor_RuthlessTerrorBirdSaddle.PrimalItemArmor_RuthlessTerrorBirdSaddle,Ruthless Terror Bird saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Ruthless/Wyvern/Saddle/PrimalItemArmor_Saddle_Wyvern_Ruthless.PrimalItemArmor_Saddle_Wyvern_Ruthless,Ruthless Wyvern saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Archa/Saddle/PrimalItemArmor_FlamingArchaSaddle.PrimalItemArmor_FlamingArchaSaddle,Flaming Archa saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Beaver/Saddle/PrimalItemArmor_iFlamingBeaverSaddle.PrimalItemArmor_iFlamingBeaverSaddle,Flaming Castoroides saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Direbear/Saddle/PrimalItemArmor_FlamingDireBearSaddle.PrimalItemArmor_FlamingDireBearSaddle,Flaming Dire Bear saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Gasbags/Saddle/PrimalItemArmorFlamingGasBagsSaddle.PrimalItemArmorFlamingGasBagsSaddle,Flaming Gasbags saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Hyenodon/Saddle/PrimalItemArmor_FlamingHyaenodonSaddle.PrimalItemArmor_FlamingHyaenodonSaddle,Flaming Hyaenodon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Christmas/managarmr/Saddle/PrimalItemArmor_FlmaingIceJumperSaddle.PrimalItemArmor_FlmaingIceJumperSaddle,Flaming Managarmr saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Morella/Saddle/PrimalItemArmor_FlamingCamelsaurusSaddle.PrimalItemArmor_FlamingCamelsaurusSaddle,Flaming Morellatops saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Owl/Saddle/PrimalItemArmor_FlamingOwlSaddle.PrimalItemArmor_FlamingOwlSaddle,Flaming Owl saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Pegasus/Saddle/PrimalItemArmor_Flaming_PegasusSaddle.PrimalItemArmor_Flaming_PegasusSaddle,Flaming Pegasus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Ptero/Saddle/PrimalItemArmFlamingPteroSaddle.PrimalItemArmFlamingPteroSaddle,Flaming Pteranodon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Para/Saddle/PrimalItemArmor_FlamingParaSaddle.PrimalItemArmor_FlamingParaSaddle,Flaming Parasaur saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Frog/Saddle/PrimalItemArmor_FlamingToadSaddle.PrimalItemArmor_FlamingToadSaddle,Flaming Beelzebufo saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Rhino/Saddle/PrimalItemArmor_FlamingRhinoSaddle.PrimalItemArmor_FlamingRhinoSaddle,Flaming Rhino saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Thyla/Saddle/PrimalItemArmor_FlamingThylacoSaddle.PrimalItemArmor_FlamingThylacoSaddle,Flaming Thylacoleo saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Tropeognathus/Saddle/PrimalItemArmor_FlamingTropeSaddle.PrimalItemArmor_FlamingTropeSaddle,Flaming Tropeognathus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Terrorbird/Saddle/PrimalItemArmor_FlamingTerrorBirdSaddle.PrimalItemArmor_FlamingTerrorBirdSaddle,Flaming Terror Bird saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/giganto/Saddle/PrimalItemArmor_FlamingBigfootSaddle.PrimalItemArmor_FlamingBigfootSaddle,Flaming BigFoot saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Flaming/Theri/Saddle/PrimalItemArmor_Flaming_TherizinosaurusSaddle.PrimalItemArmor_Flaming_TherizinosaurusSaddle,Flaming Therizinosaurus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Allo/Saddle/PrimalItemArmor_ParadosAlloSaddle.PrimalItemArmor_ParadosAlloSaddle,Parados Allosaurus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Anky/Saddle/PrimalItemArmor_ParadosAnkyloSaddle.PrimalItemArmor_ParadosAnkyloSaddle,Parados Ankylo saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Bronti/Saddle/PrimalItemArmor_SauroSaddleParados.PrimalItemArmor_SauroSaddleParados,Parados Bronto  saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Bronti/Saddle/PrimalItemArmor_SauroSaddle_PlatformParados.PrimalItemArmor_SauroSaddle_PlatformParados,Parados Bronto Platform saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Daedon/Saddle/PrimalItemArmor_ParadosDaeodonSaddle.PrimalItemArmor_ParadosDaeodonSaddle,Parados Daeodon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Titan/Saddle/PrimalItemArmor_ParadosTitanSaddle.PrimalItemArmor_ParadosTitanSaddle,Parados Titanosaur saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Ptera/Saddle/PrimalItemArmor_ParadosPteroSaddle.PrimalItemArmor_ParadosPteroSaddle,Parados Pteranodon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Ptera1/Saddle/PrimalItemArmor_Parados1PteroSaddle.PrimalItemArmor_Parados1PteroSaddle,Parados Pteranodon Poison saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Quetz/Saddle/PrimalItemArmor_ParadosQuetzSaddle.PrimalItemArmor_ParadosQuetzSaddle,Parados Quetz saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Frog/Saddle/PrimalItemArmor_ParadosToadSaddle.PrimalItemArmor_ParadosToadSaddle,Parados Beelzebufo saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Quetz/Platform/PrimalItemArmor_QuetzSaddle_Platform_Parados.PrimalItemArmor_QuetzSaddle_Platform_Parados,Parados Quetz Platform saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Rockdrake/Saddle/PrimalItemArmor_ParadosDrakeSaddle.PrimalItemArmor_ParadosDrakeSaddle,Parados Rock Drake saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Parados/Wyvern/saddle/PrimalItemArmor_Saddle_Wyvern_Parados.PrimalItemArmor_Saddle_Wyvern_Parados,Parados Wyvern saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Chalico/Saddle/PrimalItemArmor_LegendaryChalicoSaddle.PrimalItemArmor_LegendaryChalicoSaddle,Legendary Chalico saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Dilo/Saddle/PrimalItemArmor_LegendaryDiloSaddle.PrimalItemArmor_LegendaryDiloSaddle,Legendary Dilophosaur saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Deinonychus/Saddle/PrimalItemArmor_LegendaryDeinonychusSaddle.PrimalItemArmor_LegendaryDeinonychusSaddle,Legendary Deinonychus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/giga/Saddle/PrimalItemArmor_LegenGigantSaddle.PrimalItemArmor_LegenGigantSaddle,Legendary Giganotosaurus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Griffin/Saddle/PrimalItemArmor_Legendary_griffin.PrimalItemArmor_Legendary_griffin,Legendary Griffin saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Hesperonis/Saddle/PrimalItemArmor_LegendaryHesperonisSaddle.PrimalItemArmor_LegendaryHesperonisSaddle,Legendary Hesperonis saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Kaprosuchus/Saddle/PrimalItemArmor_LegendaryKaprosuchusSaddle.PrimalItemArmor_LegendaryKaprosuchusSaddle,Legendary Kaprosuchus saddle,31,TRUE
"/Game/Mods/ARKParados/Dinos/Legendary/Kenguru/Saddle/PrimalItemArmor_LegendaryKangarooSaddle.PrimalItemArmor_LegendaryKangarooSaddle"" 1 0 fals",Legendary Kangaroo saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Crab/Saddle/PrimalItemArmor_LegendaryCrabSaddle.PrimalItemArmor_LegendaryCrabSaddle,Legendary Karkinos saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Moth/Saddle/PrimalItemArmor_LegendMothSaddle.PrimalItemArmor_LegendMothSaddle,Legendary Lymantria saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Ptero/Saddle/PrimalItemArmor_PteroSaddleledgen.PrimalItemArmor_PteroSaddleledgen,Legendary Pteranodon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Phiomia/Saddle/PrimalItemArmor_Legendary_PhiomiaSaddle.PrimalItemArmor_Legendary_PhiomiaSaddle,Legendary phiomia saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Raptor/Saddle/PrimalItemArmor_LegendaryRaptorSaddle.PrimalItemArmor_LegendaryRaptorSaddle,Legendary Raptor saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Rex/Saddle/PrimalItemArmor_LedgendaryRexSaddle.PrimalItemArmor_LedgendaryRexSaddle,Legendary Rex saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Stego/Saddle/PrimalItemArmor_StegoSaddle_legendary.PrimalItemArmor_StegoSaddle_legendary,Legendary Stego saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Thyla/Saddle/PrimalItemArmor_LegendaryThylacoSaddle.PrimalItemArmor_LegendaryThylacoSaddle,Legendary Thylacoleo saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Tapejara/Saddle/PrimalItemArmor_LedgendaryTapejaraSaddle.PrimalItemArmor_LedgendaryTapejaraSaddle,Legendary Tapejara saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Trike/Saddle/PrimalItemArmor_Legendary_TrikeSaddle.PrimalItemArmor_Legendary_TrikeSaddle,Legendary Trike saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Velo/Saddle/PrimalItemArmor_LegendarySpindlesSaddle.PrimalItemArmor_LegendarySpindlesSaddle,Legendary Velonasaur saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Quetz/Saddle/PrimalItemArmor_QuetzSaddle_ParadosPlatform.PrimalItemArmor_QuetzSaddle_ParadosPlatform,Legendary Quetz Platform saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Legendary/Quetz/Saddle/PrimalItemArmor_LegenQuetzSaddle.PrimalItemArmor_LegenQuetzSaddle,Legendary Quetz saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Watery/Basilosaurus/Saddle/PrimalItemArmor_WateryBasiloSaddle.PrimalItemArmor_WateryBasiloSaddle,Watery Basilosaurus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Watery/Dunkle/Saddle/PrimalItemArmor_WateryDunkleosteusSaddle.PrimalItemArmor_WateryDunkleosteusSaddle,Watery Dunkleosteus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Watery/Dolphin/Saddle/PrimalItemArmor_WateryDolphinSaddle.PrimalItemArmor_WateryDolphinSaddle,Watery Dolphin saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Watery/Megalodon/Saddle/PrimalItemArmor_WateryMegalodonSaddle.PrimalItemArmor_WateryMegalodonSaddle,Watery Megalodon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Bigfoot/Saddle/PrimalItemArmor_Charlie.PrimalItemArmor_Charlie,Charlie saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Direbear/Saddle/PrimalItemArmor_FlufflesSaddle.PrimalItemArmor_FlufflesSaddle,Mr Fluffles saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/MonkeyKing/Saddle/PrimalItemArmor_Promeus_KingDaddy.PrimalItemArmor_Promeus_KingDaddy,King Daddy Of Distruction saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Kireru/Saddle/PrimalItemArmor_Saddle_Wyvern_Kiruwen.PrimalItemArmor_Saddle_Wyvern_Kiruwen,Shadow Wyvern saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Kireru/Evolved/Saddle/PrimalItemArmor_Saddle_Wyvern_Kireru.PrimalItemArmor_Saddle_Wyvern_Kireru,Sunset Wyvern saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/BluePenguin/Saddle/PrimalItemArmor_LittleBlue.PrimalItemArmor_LittleBlue,Little Blue Penguin saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/StuMeister/Saddle/PrimalItemArmor_StufasaSaddle.PrimalItemArmor_StufasaSaddle,Stufasa saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Tim/Saddle/PrimalItemArmor_TIM.PrimalItemArmor_TIM,TIM saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/TBFGAMING/Saddle/PrimalItemArmor_TBFDire.PrimalItemArmor_TBFDire,TBF Direwolf saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Ankylo/Saddle/PrimalItemArmor_FrankysaurusSaddle.PrimalItemArmor_FrankysaurusSaddle,Frankysaurus saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/ThunderCat/Saddle/PrimalItemArmor_DianaSaberSaddle.PrimalItemArmor_DianaSaberSaddle,Thundercat saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Aran/Saddle/PrimalItemArmor_AranSaddle.PrimalItemArmor_AranSaddle,Aran The Jumping Cat saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Bacon/Saddle/PrimalItemArmor_BaconThylaSaddle.PrimalItemArmor_BaconThylaSaddle,Lord Of Bacon saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Mrquackers/Saddle/PrimalItemArmor_Quackers.PrimalItemArmor_Quackers,Mr Quackers saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Prince/Saddle/PrimalItemArmor_PrinceLuckSaddle.PrimalItemArmor_PrinceLuckSaddle,Prince Of Luck saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Ida/Saddle/PrimalItemArmor_IdasMinion.PrimalItemArmor_IdasMinion,Idas Minion saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Xodan/Saddle/PrimalItemArmor_Saddle_Wyvern_Xodan.PrimalItemArmor_Saddle_Wyvern_Xodan,Xodan The Shepherd saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Allisaurusrex/Saddle/PrimalItemArmor_AllisaurusrexSaddle.PrimalItemArmor_AllisaurusrexSaddle,Allisaurusrex saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/FroggyMan/Saddle/PrimalItemArmor_FroggyManSaddle.PrimalItemArmor_FroggyManSaddle,Froggy The Destroyer saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Undizz/Saddle/PrimalItemArmor_Undizz.PrimalItemArmor_Undizz,Undizz Fast Travel saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Kikachu/Saddle/PrimalItemArmor_Kikachu.PrimalItemArmor_Kikachu,Melissophobia saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Shales/Saddle/PrimalItemArmor_ShalesSaddle.PrimalItemArmor_ShalesSaddle,Shales saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Brownie/Saddle/PrimalItemArmor_BrownieQuetzSaddle.PrimalItemArmor_BrownieQuetzSaddle,Brownie saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Brownie/PlatformNEW/PrimalItemArmor_QuetzSaddle_Platform_Brownie1.PrimalItemArmor_QuetzSaddle_Platform_Brownie1,Brownie Platform saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/InkStorm/Saddle/PrimalItemArmor_Patreon_InkstormSaddle.PrimalItemArmor_Patreon_InkstormSaddle,Ink Storm Squid saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Special/Bearded/Saddle/PrimalItemArmor_Bearded_RaptorSaddle.PrimalItemArmor_Bearded_RaptorSaddle,Bearded Raptor saddle,31,TRUE
/Game/Mods/ARKParados/Dinos/Guardian/Araneo/Saddle/PrimalItemArmor_GuardianSpiderSaddle.PrimalItemArmor_GuardianSpiderSaddle,Guardian Araneo saddle,31,TRUE
